:Data_list: 20091125_ace_epam_5m.txt
:Created: 2009 Nov 26 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Units: Differential Flux particles/cm2-s-ster-MeV
# Units: Anisotropy Index 0.0 - 2.0
# Status(S): 0 = nominal, 4,6,7,8 = bad data, unable to process, 9 = no data
# Missing data values: -1.00e+05, index = -1.00
# Source: ACE Satellite - Electron, Proton, and Alpha Monitor
#
#
#                      5-minute averaged Real-time Differential Electron and Proton Flux 
# 
#                Modified Seconds ---------------------------- Differential Flux ---------------------------
# UT Date   Time  Julian  of the  ----- Electron -----   ------------------- Protons keV -------------------   Anis.
# YR MO DA  HHMM    Day    Day    S    38-53   175-315   S    47-68   115-195   310-580   761-1220 1060-1900   Index
#-------------------------------------------------------------------------------------------------------------------
2009 11 25  1325   55160   48300  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1330   55160   48600  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1335   55160   48900  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1340   55160   49200  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1345   55160   49500  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1350   55160   49800  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1355   55160   50100  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1400   55160   50400  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1405   55160   50700  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1410   55160   51000  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1415   55160   51300  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1420   55160   51600  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1425   55160   51900  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1430   55160   52200  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1435   55160   52500  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1440   55160   52800  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1445   55160   53100  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1450   55160   53400  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1455   55160   53700  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1500   55160   54000  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1505   55160   54300  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1510   55160   54600  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1515   55160   54900  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1520   55160   55200  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1525   55160   55500  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1530   55160   55800  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1535   55160   56100  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1540   55160   56400  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1545   55160   56700  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1550   55160   57000  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1555   55160   57300  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1600   55160   57600  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1605   55160   57900  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1610   55160   58200  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1615   55160   58500  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1620   55160   58800  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1625   55160   59100  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1630   55160   59400  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1635   55160   59700  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1640   55160   60000  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1645   55160   60300  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1650   55160   60600  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1655   55160   60900  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1700   55160   61200  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1705   55160   61500  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1710   55160   61800  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1715   55160   62100  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1720   55160   62400  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1725   55160   62700  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1730   55160   63000  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1735   55160   63300  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1740   55160   63600  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1745   55160   63900  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1750   55160   64200  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1755   55160   64500  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1800   55160   64800  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1805   55160   65100  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1810   55160   65400  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1815   55160   65700  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1820   55160   66000  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1825   55160   66300  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1830   55160   66600  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1835   55160   66900  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1840   55160   67200  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1845   55160   67500  9 -1.00e+05 -1.00e+05  9 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05 -1.00e+05  -1.00
2009 11 25  1850   55160   67800  0  5.09e+02  2.67e+01  0  1.61e+03  2.42e+01  1.90e+00  6.53e-01  1.77e-01   0.44
2009 11 25  1855   55160   68100  0  4.99e+02  2.85e+01  0  1.50e+03  2.42e+01  2.88e+00  3.62e-01  1.55e-01   0.13
2009 11 25  1900   55160   68400  0  6.22e+02  3.21e+01  0  1.43e+03  2.27e+01  2.79e+00  8.94e-01  1.58e-01   0.38
2009 11 25  1905   55160   68700  0  7.21e+02  2.92e+01  0  1.49e+03  2.54e+01  2.13e+00  7.43e-01  1.93e-01   0.37
2009 11 25  1910   55160   69000  0  4.88e+02  2.75e+01  0  1.56e+03  2.07e+01  3.58e+00  7.05e-01  1.74e-01   0.23
2009 11 25  1915   55160   69300  0  4.91e+02  3.21e+01  0  1.47e+03  2.36e+01  3.21e+00  5.61e-01  1.58e-01   0.37
2009 11 25  1920   55160   69600  0  6.46e+02  3.33e+01  0  1.60e+03  1.91e+01  3.43e+00  7.82e-01  1.26e-01   0.41
2009 11 25  1925   55160   69900  0  4.96e+02  2.59e+01  0  1.55e+03  2.08e+01  2.58e+00  3.24e-01  2.12e-01   1.05
2009 11 25  1930   55160   70200  0  5.26e+02  3.00e+01  0  1.49e+03  2.13e+01  3.05e+00  8.13e-01  1.37e-01   0.57
2009 11 25  1935   55160   70500  0  5.77e+02  3.10e+01  0  1.37e+03  1.91e+01  2.93e+00  7.73e-01  2.22e-01   0.22
2009 11 25  1940   55160   70800  0  6.75e+02  3.46e+01  0  1.60e+03  2.02e+01  2.82e+00  7.69e-01  1.05e-01   0.30
2009 11 25  1945   55160   71100  0  5.72e+02  2.82e+01  0  1.52e+03  2.28e+01  2.75e+00  6.03e-01  1.05e-01   0.48
2009 11 25  1950   55160   71400  0  5.27e+02  2.85e+01  0  1.44e+03  2.42e+01  2.27e+00  8.09e-01  1.52e-01   0.23
2009 11 25  1955   55160   71700  0  6.57e+02  3.25e+01  0  1.52e+03  2.05e+01  2.69e+00  1.25e+00  1.90e-01   0.66
2009 11 25  2000   55160   72000  0  4.91e+02  2.92e+01  0  1.48e+03  2.60e+01  2.62e+00  6.44e-01  2.11e-01   0.38
2009 11 25  2005   55160   72300  0  5.33e+02  3.70e+01  0  1.51e+03  2.08e+01  2.91e+00  9.15e-01  1.87e-01   0.65
2009 11 25  2010   55160   72600  0  5.57e+02  3.01e+01  0  1.48e+03  2.02e+01  2.85e+00  6.65e-01  1.79e-01   0.24
2009 11 25  2015   55160   72900  0  5.28e+02  2.19e+01  0  1.56e+03  1.99e+01  3.00e+00  3.69e-01  1.69e-01   0.22
2009 11 25  2020   55160   73200  0  5.10e+02  2.98e+01  0  1.52e+03  2.11e+01  2.75e+00  6.03e-01  1.51e-01   0.39
2009 11 25  2025   55160   73500  0  4.82e+02  2.49e+01  0  1.42e+03  2.29e+01  2.59e+00  3.33e-01  1.58e-01   0.31
2009 11 25  2030   55160   73800  0  6.27e+02  3.24e+01  0  1.53e+03  2.35e+01  2.16e+00  5.63e-01  1.60e-01   0.10
2009 11 25  2035   55160   74100  0  5.61e+02  3.05e+01  0  1.55e+03  2.22e+01  2.36e+00  7.90e-01  1.37e-01   0.28
2009 11 25  2040   55160   74400  0  5.40e+02  2.71e+01  0  1.49e+03  2.41e+01  2.82e+00  6.03e-01  9.27e-02   0.32
2009 11 25  2045   55160   74700  0  6.90e+02  3.30e+01  0  1.53e+03  2.59e+01  2.72e+00  6.33e-01  1.52e-01   0.31
2009 11 25  2050   55160   75000  0  6.05e+02  3.32e+01  0  1.52e+03  2.28e+01  3.70e+00  7.48e-01  1.85e-01   0.18
2009 11 25  2055   55160   75300  0  5.77e+02  3.03e+01  0  1.46e+03  2.28e+01  2.91e+00  6.48e-01  2.22e-01   0.70
2009 11 25  2100   55160   75600  0  5.95e+02  2.73e+01  0  1.43e+03  2.06e+01  3.00e+00  5.91e-01  1.55e-01   0.42
2009 11 25  2105   55160   75900  0  6.29e+02  3.23e+01  0  1.68e+03  2.42e+01  2.92e+00  5.82e-01  1.69e-01   0.24
2009 11 25  2110   55160   76200  0  5.41e+02  3.15e+01  0  1.61e+03  2.23e+01  2.46e+00  7.24e-01  1.84e-01   0.13
2009 11 25  2115   55160   76500  0  5.22e+02  2.73e+01  0  1.45e+03  1.92e+01  2.49e+00  8.00e-01  2.03e-01   0.76
2009 11 25  2120   55160   76800  0  7.45e+02  2.59e+01  0  1.56e+03  2.58e+01  2.23e+00  6.24e-01  2.00e-01   0.39
2009 11 25  2125   55160   77100  0  4.58e+02  2.85e+01  0  1.52e+03  2.22e+01  2.82e+00  6.67e-01  2.03e-01   0.46
2009 11 25  2130   55160   77400  0  5.22e+02  3.26e+01  0  1.57e+03  2.08e+01  2.46e+00  8.00e-01  1.06e-01   0.34
2009 11 25  2135   55160   77700  0  5.68e+02  3.40e+01  0  1.54e+03  2.16e+01  2.37e+00  7.62e-01  2.00e-01   0.52
2009 11 25  2140   55160   78000  0  5.43e+02  2.05e+01  0  1.53e+03  2.70e+01  2.92e+00  6.44e-01  1.69e-01   0.52
2009 11 25  2145   55160   78300  0  5.75e+02  2.76e+01  0  1.58e+03  2.34e+01  2.52e+00  6.10e-01  1.84e-01   0.29
2009 11 25  2150   55160   78600  0  4.84e+02  2.78e+01  0  1.42e+03  2.04e+01  2.82e+00  6.67e-01  1.55e-01   0.24
2009 11 25  2155   55160   78900  0  6.42e+02  3.15e+01  0  1.55e+03  2.29e+01  2.43e+00  8.11e-01  1.79e-01   0.08
2009 11 25  2200   55160   79200  0  5.52e+02  2.91e+01  0  1.50e+03  2.29e+01  2.22e+00  8.58e-01  1.55e-01   0.12
2009 11 25  2205   55160   79500  0  5.31e+02  2.64e+01  0  1.51e+03  2.48e+01  3.25e+00  6.48e-01  2.22e-01   0.47
2009 11 25  2210   55160   79800  0  6.42e+02  3.17e+01  0  1.50e+03  2.18e+01  2.69e+00  9.15e-01  2.53e-01   0.13
2009 11 25  2215   55160   80100  0  6.11e+02  3.09e+01  0  1.58e+03  2.22e+01  3.13e+00  6.68e-01  1.43e-01   0.14
2009 11 25  2220   55160   80400  0  6.55e+02  3.05e+01  0  1.55e+03  2.01e+01  2.79e+00  5.82e-01  2.21e-01   0.12
2009 11 25  2225   55160   80700  0  5.09e+02  2.94e+01  0  1.42e+03  2.32e+01  2.72e+00  6.44e-01  1.79e-01   0.18
2009 11 25  2230   55160   81000  0  7.80e+02  3.42e+01  0  1.59e+03  2.19e+01  2.66e+00  7.21e-01  1.96e-01   0.40
2009 11 25  2235   55160   81300  0  6.57e+02  3.34e+01  0  1.58e+03  2.31e+01  2.49e+00  6.65e-01  2.42e-01   0.73
2009 11 25  2240   55160   81600  0  4.94e+02  3.00e+01  0  1.52e+03  2.14e+01  3.05e+00  7.07e-01  1.26e-01   0.41
2009 11 25  2245   55160   81900  0  6.60e+02  2.89e+01  0  1.50e+03  2.28e+01  2.83e+00  6.51e-01  8.69e-02   0.35
2009 11 25  2250   55160   82200  0  5.18e+02  2.65e+01  0  1.54e+03  2.36e+01  1.87e+00  5.40e-01  1.69e-01   0.04
2009 11 25  2255   55160   82500  0  4.96e+02  2.80e+01  0  1.48e+03  2.25e+01  2.75e+00  6.86e-01  1.69e-01   0.27
2009 11 25  2300   55160   82800  0  5.83e+02  3.87e+01  0  1.42e+03  2.21e+01  2.36e+00  7.90e-01  1.69e-01   0.59
2009 11 25  2305   55160   83100  0  7.09e+02  3.29e+01  0  1.64e+03  2.07e+01  2.56e+00  6.24e-01  2.74e-01   0.88
2009 11 25  2310   55160   83400  0  5.16e+02  2.98e+01  0  1.56e+03  2.31e+01  2.80e+00  6.68e-01  1.96e-01   0.31
2009 11 25  2315   55160   83700  0  7.03e+02  2.92e+01  0  1.38e+03  2.35e+01  2.79e+00  7.90e-01  1.47e-01   0.46
2009 11 25  2320   55160   84000  0  7.20e+02  3.09e+01  0  1.52e+03  2.11e+01  2.75e+00  7.28e-01  1.04e-01   0.41
2009 11 25  2325   55160   84300  0  6.00e+02  3.21e+01  0  1.53e+03  2.38e+01  2.44e+00  7.92e-01  2.14e-01   0.49
2009 11 25  2330   55160   84600  0  5.39e+02  3.07e+01  0  1.53e+03  2.38e+01  3.47e+00  7.48e-01  2.00e-01   0.48
2009 11 25  2335   55160   84900  0  5.65e+02  3.17e+01  0  1.46e+03  2.12e+01  2.64e+00  7.62e-01  2.22e-01   0.09
2009 11 25  2340   55160   85200  0  5.56e+02  2.80e+01  0  1.54e+03  2.30e+01  3.34e+00  8.77e-01  2.03e-01   0.47
2009 11 25  2345   55160   85500  0  5.61e+02  3.32e+01  0  1.52e+03  2.02e+01  3.34e+00  8.11e-01  2.11e-01   0.14
2009 11 25  2350   55160   85800  0  6.00e+02  2.96e+01  0  1.50e+03  2.35e+01  3.03e+00  7.43e-01  1.84e-01   0.08
2009 11 25  2355   55160   86100  0  7.14e+02  2.50e+01  0  1.60e+03  2.35e+01  2.82e+00  8.19e-01  1.84e-01   0.40
